study_id,cycle,d_round_1,d_round_2,d_round_3,d_round_4,d_round_5,d_round_6,d_round_7,d_round_8,d_round_9,d_round_10,d_round_11,d_round_12,d_round_13,d_round_14,d_round_15,d_round_16,d_round_17,d_round_18,d_round_19,d_round_20,d_round_21,d_round_22,d_round_23,d_round_24,d_round_25,d_round_26,d_round_27,d_round_28,d_round_29,d_round_30,control_round_1,intervention_round_1,control_round_2,intervention_round_2,control_round_3,intervention_round_3,control_round_4,intervention_round_4,control_round_5,intervention_round_5,control_round_6,intervention_round_6,control_round_7,intervention_round_7,control_round_8,intervention_round_8,control_round_9,intervention_round_9,control_round_10,intervention_round_10,control_round_11,intervention_round_11,control_round_12,intervention_round_12,control_round_13,intervention_round_13,control_round_14,intervention_round_14,control_round_15,intervention_round_15,control_round_16,intervention_round_16,control_round_17,intervention_round_17,control_round_18,intervention_round_18,control_round_19,intervention_round_19,control_round_20,intervention_round_20,control_round_21,intervention_round_21,control_round_22,intervention_round_22,control_round_23,intervention_round_23,control_round_24,intervention_round_24,control_round_25,intervention_round_25,control_round_26,intervention_round_26,control_round_27,intervention_round_27,control_round_28,intervention_round_28,control_round_29,intervention_round_29,control_round_30,intervention_round_30
Yeomans_3,single nudge,-0.4949341263408957,-0.5735131044230966,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,-0.4949341263408957,1.0,0.94,1.0,0.92,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94,1.0,0.94
Arana_1,5 repeated nudge,0.331431266033829,0.2013579207903306,0.2413685951443196,0.3238047835623168,0.3238047835623168,0.2413685951443196,0.967305892355601,0.2823765253929522,0.2823765253929522,0.2823765253929522,0.2823765253929522,0.2413685951443196,0.7877733090139092,0.3657401616486189,0.2413685951443196,0.2823765253929522,0.2823765253929522,0.2823765253929522,0.8438129932870186,0.2823765253929522,0.2823765253929522,0.2823765253929522,0.2823765253929522,0.2823765253929522,0.7877733090139092,0.2413685951443196,0.2413685951443196,0.2413685951443196,0.2413685951443196,0.2413685951443196,0.54,0.7,0.5,0.6,0.48,0.6,0.48,0.64,0.48,0.64,0.48,0.6,0.48,0.9,0.48,0.62,0.48,0.62,0.48,0.62,0.48,0.62,0.48,0.6,0.48,0.84,0.48,0.66,0.48,0.6,0.48,0.62,0.48,0.62,0.48,0.62,0.48,0.86,0.48,0.62,0.48,0.62,0.48,0.62,0.48,0.62,0.48,0.62,0.48,0.84,0.48,0.6,0.48,0.6,0.48,0.6,0.48,0.6,0.48,0.6
Bamberg_2,5 repeated nudge,0.0816751980870529,0.0857873587728579,0.12772273685916,0.0432489526308479,0.0873307799591831,0.0873307799591831,0.7075943070173607,0.3262303721899156,0.2752332153566441,0.3262303721899156,0.3262303721899156,0.3262303721899156,0.3262303721899156,0.2261179065644221,0.2261179065644221,0.2686563127064321,0.2261179065644221,0.2261179065644221,0.3794947412232803,0.3262303721899156,0.3262303721899156,0.3262303721899156,0.3262303721899156,0.3262303721899156,0.3262303721899156,0.3687687783319255,0.3262303721899156,0.3262303721899156,0.3262303721899156,0.3262303721899156,0.58,0.62,0.66,0.7,0.64,0.7,0.68,0.7,0.68,0.72,0.68,0.72,0.68,0.94,0.68,0.82,0.68,0.8,0.68,0.82,0.68,0.82,0.68,0.82,0.68,0.82,0.68,0.78,0.68,0.78,0.66,0.78,0.68,0.78,0.68,0.78,0.68,0.84,0.68,0.82,0.68,0.82,0.68,0.82,0.68,0.82,0.68,0.82,0.68,0.82,0.66,0.82,0.68,0.82,0.68,0.82,0.68,0.82,0.68,0.82
Dickerson_2,5 repeated nudge,-0.2276105006568856,0.1747699317514319,-0.0353122467089152,-0.1423113104858053,-0.3112755349203638,-0.3521571946564334,0.242004353308957,-0.0338215003615439,0.0165184467329853,-0.0896887463605068,-0.0820313338083429,-0.1313069227185024,-0.0541821167842646,-0.185907859078592,-0.1704900193054851,-0.2243472635124302,-0.2311364881342764,-0.273538373499015,0.0057395836217643,-0.2128527621968432,-0.147196723223702,-0.1967361609201976,-0.1832373027490596,-0.2004908726419792,-0.1028966580900571,-0.2574607018542674,-0.2413131677099823,-0.2653535788842145,-0.2584567150177789,-0.261999609166294,268.7,275.7,275.84,271.8,272.82,273.64,273.7,277.06,271.62,279.62,271.02,280.24,271.34,265.24,270.3,271.16,270.12,269.7,268.46,270.82,268.98,271.16,268.58,272.06,267.64,269.08,267.7,272.6,267.52,272.12,266.78,272.92,267.1,273.4,266.28,273.88,266.62,266.46,266.24,272.22,267.68,271.64,266.34,271.84,266.34,271.5,265.94,271.66,265.98,268.86,265.76,273.04,265.48,272.54,265.54,273.32,265.4,273.1,265.48,273.38
Everett_1,5 repeated nudge,0.4027158415806615,-0.0400106743539889,-0.0400106743539889,-0.1200962543876478,-0.1601711600673179,-0.200375462428447,0.1622802710053044,-0.0800855800336588,-0.0400749056796698,-0.1200962543876478,-0.1200962543876478,-0.1601711600673179,0.2037085291746689,-0.0800855800336588,-0.1601711600673179,-0.1601711600673179,-0.200375462428447,-0.1601711600673179,0.1622802710053044,-0.1200962543876478,-0.1200962543876478,-0.1601711600673179,-0.1601711600673179,-0.1601711600673179,0.1212723407566718,-0.0800855800336588,-0.0800213487079779,-0.1601711600673179,-0.1200962543876478,-0.0800855800336588,0.4,0.6,0.52,0.5,0.52,0.5,0.54,0.48,0.54,0.46,0.54,0.44,0.54,0.62,0.54,0.5,0.54,0.52,0.54,0.48,0.54,0.48,0.54,0.46,0.54,0.64,0.54,0.5,0.54,0.46,0.54,0.46,0.54,0.44,0.54,0.46,0.54,0.62,0.54,0.48,0.54,0.48,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.6,0.54,0.5,0.52,0.48,0.54,0.46,0.54,0.48,0.54,0.5
Handgraaf_1,5 repeated nudge,0.0157552821360271,0.0871987942868816,-0.0303984145043447,-0.0797353192213754,-0.2047222142450395,-0.2845208696529381,1.118754773628369,0.5766569232003358,0.4350536606043924,0.2826390662496648,0.1856261508746624,0.0907816271005435,1.106830155490646,0.608262742309761,0.4319915277594426,0.2839038994297585,0.2265434112651293,0.123854777958446,1.0656322472752375,0.6792087960605727,0.533963298371114,0.426692337300426,0.3100876416622756,0.2405024502289034,1.0646011395466213,0.6238051608002637,0.5027283237865632,0.3738246133640284,0.3341572908785467,0.2412006842702331,15.76,15.92,13.4,14.08,12.52,12.3,11.68,11.1,11.32,9.78,11.1,8.84,11.1,21.56,11.04,15.34,10.96,14.14,10.9,12.98,10.72,12.06,10.62,11.28,10.56,20.08,10.6,15.06,10.56,13.76,10.54,12.64,10.5,12.2,10.54,11.48,10.8,19.36,10.44,15.38,10.52,14.4,10.38,13.46,10.46,12.76,10.42,12.2,10.62,18.87,10.56,15.22,10.56,14.39,10.86,13.75,10.6,13.22,10.56,12.49
Kesternich_1,5 repeated nudge,0.1879024353974611,-0.1533768346588583,-0.2094165189319677,-0.2094165189319677,-0.2094165189319677,-0.2689273150144915,0.4336951470491513,-0.2094165189319677,-0.2094165189319677,-0.2198120062222692,-0.2094165189319677,-0.2094165189319677,0.4336951470491513,-0.1533768346588583,-0.3031476065284419,-0.2569513682370858,-0.2094165189319677,-0.1603012101397455,0.3105916907927343,-0.104261525866636,-0.104261525866636,-0.1603012101397455,-0.1603012101397455,-0.1603012101397455,0.2319842627257963,-0.0491153087922222,-0.1603012101397455,-0.104261525866636,-0.1603012101397455,-0.0509971568332715,0.2,0.28,0.22,0.16,0.22,0.14,0.22,0.14,0.22,0.14,0.22,0.12,0.22,0.42,0.22,0.14,0.22,0.14,0.2,0.12,0.22,0.14,0.22,0.14,0.22,0.42,0.22,0.16,0.26,0.14,0.24,0.14,0.22,0.14,0.2,0.14,0.22,0.36,0.2,0.16,0.2,0.16,0.2,0.14,0.2,0.14,0.2,0.14,0.2,0.3,0.22,0.2,0.2,0.14,0.2,0.16,0.2,0.14,0.2,0.18
Klotz_1,5 repeated nudge,1.8859150673747969,1.2198338423221464,0.8423156001125562,0.645170560207207,0.6431036436914574,0.6069945255126334,2.109915812149922,1.404172280765014,1.2511247789959443,1.2134884301358582,1.1451881110892528,1.081316280539922,1.9947347163473104,1.4603339062147964,1.406799582677428,1.3309627686398782,1.299825615983816,1.2494111325027863,2.152824903290356,1.5598019921502675,1.4866134539323053,1.452445161096256,1.4233678652861792,1.362441861839935,1.995660772552257,1.5754898097744938,1.5521662719671458,1.4398494756781317,1.39567239802076,1.336248900757303,25.4,44.3,24.5,34.98,24.48,31.42,24.08,29.38,23.92,29.42,24.02,29.12,24.0,49.5,24.2,37.52,24.26,36.44,24.16,36.04,24.04,35.6,24.06,35.08,24.14,46.9,24.04,37.94,23.88,37.26,24.04,36.44,24.16,36.1,23.96,35.6,24.14,50.3,24.17,39.76,24.1,38.9,23.95,38.26,24.088,38.12,24.17,37.4,24.31,49.16,24.17,40.24,24.15,39.46,24.24,38.56,24.36,37.96,24.592,37.68
Lofgren_1,5 repeated nudge,0.2009116839639764,-0.2388995922307326,-0.2388995922307326,-0.3362457885924323,-0.1879024353974611,-0.2752332153566444,0.3715061717134993,-0.1387871266052388,-0.182868953933574,-0.2319842627257963,-0.2829814195590678,-0.2319842627257963,0.3715061717134993,-0.1387871266052388,-0.0461962382913561,-0.182868953933574,-0.2319842627257963,-0.182868953933574,0.21323282235686,-0.0450560390087646,-0.1353341046284559,-0.182868953933574,-0.2829814195590678,-0.2319842627257963,0.4956093477498124,-0.0440818273283352,-0.0891378663370998,-0.1353341046284559,-0.182868953933574,-0.1353341046284559,0.16,0.24,0.28,0.18,0.28,0.18,0.3,0.16,0.28,0.2,0.32,0.2,0.3,0.48,0.28,0.22,0.3,0.22,0.3,0.2,0.3,0.18,0.3,0.2,0.3,0.48,0.28,0.22,0.26,0.24,0.3,0.22,0.3,0.2,0.3,0.22,0.28,0.38,0.28,0.26,0.3,0.24,0.3,0.22,0.3,0.18,0.3,0.2,0.28,0.52,0.3,0.28,0.3,0.26,0.3,0.24,0.3,0.22,0.3,0.24
Lofgren_2,5 repeated nudge,0.2211214634013141,-0.182868953933574,-0.2168606031962601,-0.2168606031962601,-0.2630568414876162,-0.2686563127064322,0.5675882184166559,-0.1277227368591602,-0.1298691861011933,-0.2630568414876162,-0.1718045641874954,-0.21323282235686,0.283794109208328,-0.2168606031962601,-0.1718045641874954,-0.2168606031962601,-0.2211214634013141,-0.2168606031962601,0.5675882184166559,-0.1277227368591602,-0.21323282235686,-0.21323282235686,-0.1718045641874954,-0.21323282235686,0.3638796892419869,-0.174925225109958,-0.2168606031962601,-0.2168606031962601,-0.1718045641874954,-0.2168606031962601,0.24,0.34,0.3,0.22,0.36,0.26,0.36,0.26,0.36,0.24,0.34,0.22,0.36,0.64,0.36,0.3,0.34,0.28,0.36,0.24,0.36,0.28,0.38,0.28,0.36,0.5,0.36,0.26,0.36,0.28,0.36,0.26,0.34,0.24,0.36,0.26,0.36,0.64,0.36,0.3,0.38,0.28,0.38,0.28,0.36,0.28,0.38,0.28,0.36,0.54,0.34,0.26,0.36,0.26,0.36,0.26,0.36,0.28,0.36,0.26
Marek_1,5 repeated nudge,0.587271811704311,-0.4111765822360114,-0.9439327519851692,-1.4456854335960867,-1.8734413001998016,-1.9264467545053965,0.1943065004981085,-0.4774073668422294,-0.7668427594605707,-1.0139105831112951,-1.1332406741736547,-1.2213445708044717,-0.0374089559363114,-0.6232432739376452,-0.7910767043154276,-0.9571388307653818,-1.059578907582697,-1.2212923886891147,0.187724848610065,-0.6570022288998998,-0.7606871227896947,-1.0685732765457308,-1.1598067008979251,-1.2641131503197107,0.2856095499106032,-0.5474409208223282,-0.8177977492310562,-0.9684151853639856,-0.9316355224324168,-1.502320818497763,22.68,26.44,21.76,19.22,20.38,15.1,20.38,12.24,20.58,10.1,20.04,8.96,20.0,21.24,20.04,17.24,20.14,15.76,20.12,14.36,20.06,13.34,20.06,12.62,20.4,20.18,20.48,16.88,20.32,15.9,20.44,15.18,20.6,14.3,20.78,13.52,20.44,21.62,20.9,17.26,20.64,16.3,20.82,15.04,20.8,14.46,20.64,13.64,20.62,22.36,20.8,17.72,20.64,16.26,21.28,15.8,20.86,15.36,21.78,14.1
Meng_1,5 repeated nudge,0.5590273245649722,-0.1298691861011931,-0.132386818967948,-0.132386818967948,-0.132386818967948,-0.0873307799591831,0.2569513682370861,-0.0912522773001205,-0.1353341046284557,-0.1353341046284557,-0.1353341046284557,-0.1353341046284557,0.0475348493051184,-0.0912522773001205,-0.1353341046284557,-0.1353341046284557,-0.1353341046284557,-0.1353341046284557,0.2009116839639766,-0.0461962382913556,-0.0461962382913556,-0.0912522773001205,-0.0912522773001205,-0.1387871266052389,0.0,-0.0912522773001205,-0.0912522773001205,-0.1353341046284557,-0.1353341046284557,-0.1353341046284557,0.68,0.9,0.72,0.66,0.74,0.68,0.74,0.68,0.74,0.68,0.72,0.68,0.76,0.86,0.76,0.72,0.76,0.7,0.76,0.7,0.76,0.7,0.76,0.7,0.76,0.78,0.76,0.72,0.76,0.7,0.76,0.7,0.76,0.7,0.76,0.7,0.76,0.84,0.76,0.74,0.76,0.74,0.76,0.72,0.76,0.72,0.78,0.72,0.76,0.76,0.76,0.72,0.76,0.72,0.76,0.7,0.76,0.7,0.76,0.7
Nelson_1,5 repeated nudge,0.200375462428447,-0.0402043023611291,-0.0402043023611291,-0.0402043023611291,-0.0806050729182519,-0.0806050729182519,0.4916024261011469,0.1601711600673179,0.120096254387648,0.080085580033659,0.04007490567967,0.04007490567967,0.2413685951443196,0.1200962543876478,0.0800213487079779,0.0400106743539889,0.0400106743539889,0.0400106743539889,0.3657401616486189,0.0800213487079779,0.0400106743539889,0.0,0.0,0.0400106743539889,0.3657401616486189,0.0400106743539889,0.0800213487079779,0.0800213487079779,0.0400106743539889,0.0,0.44,0.54,0.46,0.44,0.46,0.44,0.46,0.44,0.46,0.42,0.46,0.42,0.46,0.7,0.46,0.54,0.46,0.52,0.46,0.5,0.46,0.48,0.46,0.48,0.48,0.6,0.48,0.54,0.48,0.52,0.48,0.5,0.48,0.5,0.48,0.5,0.48,0.66,0.48,0.52,0.48,0.5,0.48,0.48,0.48,0.48,0.48,0.5,0.48,0.66,0.48,0.5,0.48,0.52,0.48,0.52,0.48,0.5,0.48,0.48
Nelson_2,5 repeated nudge,0.4851520299986587,0.2413685951443196,0.1200962543876478,0.1200962543876478,0.1200962543876478,0.0400749056796698,0.4515275204214768,0.2007013273058993,0.1200962543876478,0.1200962543876478,0.1603005567487769,0.1603005567487769,0.4082785677906289,0.1603005567487769,0.1603005567487769,0.1603005567487769,0.2007013273058993,0.1603005567487769,0.3657401616486189,0.2413685951443196,0.2413685951443196,0.2413685951443196,0.2007013273058993,0.2007013273058993,0.2823765253929522,0.1603005567487769,0.2413685951443196,0.1603005567487769,0.1603005567487769,0.1200962543876478,0.4,0.64,0.48,0.6,0.48,0.54,0.48,0.54,0.48,0.54,0.52,0.54,0.48,0.7,0.48,0.58,0.48,0.54,0.48,0.54,0.48,0.56,0.48,0.56,0.48,0.68,0.48,0.56,0.48,0.56,0.48,0.56,0.48,0.58,0.48,0.56,0.48,0.66,0.48,0.6,0.48,0.6,0.48,0.6,0.48,0.58,0.48,0.58,0.48,0.62,0.48,0.56,0.48,0.6,0.48,0.56,0.48,0.56,0.48,0.54
Nelson_3,5 repeated nudge,0.4864201402465404,0.200375462428447,0.2407762329855693,0.120096254387648,0.1601711600673179,0.200375462428447,0.4916024261011469,0.2823765253929522,0.2814435008239897,0.2814435008239897,0.2407762329855693,0.2407762329855693,0.5356842534294821,0.3224514310726223,0.2814435008239897,0.200375462428447,0.1601711600673179,0.200375462428447,0.5356842534294821,0.2814435008239897,0.2814435008239897,0.200375462428447,0.2814435008239897,0.2407762329855693,0.3638796892419869,0.2814435008239897,0.2814435008239897,0.2407762329855693,0.2814435008239897,0.2407762329855693,0.34,0.58,0.44,0.54,0.46,0.58,0.46,0.52,0.46,0.54,0.46,0.56,0.46,0.7,0.48,0.62,0.46,0.6,0.46,0.6,0.46,0.58,0.46,0.58,0.46,0.72,0.46,0.62,0.46,0.6,0.46,0.56,0.46,0.54,0.46,0.56,0.46,0.72,0.46,0.6,0.46,0.6,0.46,0.56,0.46,0.6,0.46,0.58,0.46,0.64,0.46,0.6,0.46,0.6,0.46,0.58,0.46,0.6,0.46,0.58
Yeomans_1,5 repeated nudge,0.4077144416197304,0.174925225109958,0.2319842627257962,0.187902435397461,0.2829814195590676,0.2319842627257962,0.5157783719341242,0.0891378663371,0.1387871266052389,0.0912522773001205,0.1353341046284557,0.0891378663371,0.3362457885924323,0.1828689539335741,0.2829814195590676,0.3262303721899156,0.2829814195590676,0.187902435397461,0.3362457885924323,0.0450560390087648,0.0891378663371,0.1785830572593036,0.0891378663371,0.0891378663371,0.3362457885924323,0.2752332153566441,0.2752332153566441,0.2686563127064321,0.2752332153566441,0.2686563127064321,0.72,0.88,0.66,0.74,0.7,0.8,0.72,0.8,0.7,0.82,0.7,0.8,0.7,0.9,0.7,0.74,0.72,0.78,0.72,0.76,0.7,0.76,0.7,0.74,0.7,0.84,0.7,0.78,0.7,0.82,0.68,0.82,0.7,0.82,0.72,0.8,0.7,0.84,0.72,0.74,0.7,0.74,0.68,0.76,0.7,0.74,0.7,0.74,0.7,0.84,0.68,0.8,0.68,0.8,0.66,0.78,0.68,0.8,0.66,0.78
Arana_1,3 repeated nudge,0.331431266033829,0.2423658510389632,0.3238047835623168,0.2823765253929522,0.3238047835623168,0.3238047835623168,0.3238047835623168,0.3238047835623168,0.3238047835623168,0.3238047835623168,1.0372938967257888,0.3238047835623168,0.3238047835623168,0.3238047835623168,0.2823765253929522,0.2823765253929522,0.2413685951443196,0.3238047835623168,0.3238047835623168,0.3238047835623168,0.967305892355601,0.2823765253929522,0.3238047835623168,0.3238047835623168,0.2823765253929522,0.2823765253929522,0.2823765253929522,0.3238047835623168,0.3238047835623168,0.3238047835623168,0.54,0.7,0.5,0.62,0.48,0.64,0.48,0.62,0.48,0.64,0.48,0.64,0.48,0.64,0.48,0.64,0.48,0.64,0.48,0.64,0.48,0.92,0.48,0.64,0.48,0.64,0.48,0.64,0.48,0.62,0.48,0.62,0.48,0.6,0.48,0.64,0.48,0.64,0.48,0.64,0.48,0.9,0.48,0.62,0.48,0.64,0.48,0.64,0.48,0.62,0.48,0.62,0.48,0.62,0.48,0.64,0.48,0.64,0.48,0.64
Bamberg_2,3 repeated nudge,0.0816751980870529,0.0425384061420099,0.084473784228312,0.0,0.0,0.0,0.0,0.0,0.0432489526308479,0.0,0.4950452215789136,0.0873307799591831,0.0432489526308479,0.0432489526308479,0.0432489526308479,0.0857873587728579,0.0432489526308479,0.0432489526308479,0.0432489526308479,0.0432489526308479,0.7998125917775947,0.3794947412232803,0.3262303721899156,0.2752332153566441,0.2752332153566441,0.2211214634013136,0.2261179065644221,0.2261179065644221,0.2261179065644221,0.2261179065644221,0.58,0.62,0.66,0.68,0.64,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.7,0.68,0.68,0.68,0.88,0.68,0.72,0.68,0.7,0.68,0.7,0.68,0.7,0.66,0.7,0.68,0.7,0.68,0.7,0.68,0.7,0.68,0.7,0.68,0.96,0.68,0.84,0.68,0.82,0.68,0.8,0.68,0.8,0.66,0.76,0.68,0.78,0.68,0.78,0.68,0.78,0.68,0.78
Dickerson_2,3 repeated nudge,-0.2276105006568856,0.1783832734109137,0.0008659863579575,-0.0147945394312755,-0.1034402773972801,-0.1936514782196027,-0.1829410811272203,-0.2473511117032295,-0.2398519875671405,-0.303025742545417,0.103770862566455,-0.1501747465829297,-0.161104077389181,-0.1533043326134001,-0.1527976969477145,-0.1914125808608016,-0.1607274791995958,-0.2063468733747006,-0.1976328393697281,-0.2134954228422578,-0.1001631545492061,-0.2510963575615688,-0.2356757137667395,-0.2635798870485542,-0.2925214002220201,-0.2868301770136858,-0.3084778356906085,-0.3142402633503723,-0.3215339182080932,-0.3181667050444052,268.7,275.7,275.84,271.8,272.82,272.8,273.7,274.04,271.62,274.2,271.02,275.9,271.34,276.06,270.3,276.8,270.12,276.54,268.46,276.84,268.98,266.22,268.58,272.4,267.64,271.82,267.7,271.74,267.52,271.62,266.78,271.98,267.1,271.48,266.28,271.98,266.62,272.16,266.24,272.26,267.68,270.36,266.34,273.18,266.34,272.86,265.94,273.34,265.98,274.14,265.76,273.86,265.48,274.44,265.54,274.7,265.4,274.84,265.48,274.92
Everett_1,3 repeated nudge,0.4027158415806615,0.0,0.0,-0.0800855800336588,-0.0800855800336588,-0.0800855800336588,-0.0800855800336588,-0.1200962543876478,-0.0800855800336588,-0.0800855800336588,0.2037085291746689,-0.0800855800336588,-0.0400749056796698,-0.0400749056796698,-0.1200962543876478,-0.0800855800336588,-0.0800855800336588,-0.1200962543876478,-0.0800855800336588,-0.0800855800336588,0.1622802710053044,-0.0400749056796698,-0.1200962543876478,-0.0800855800336588,-0.0400749056796698,-0.1200962543876478,-0.0400106743539889,-0.0800855800336588,-0.0800855800336588,-0.0800855800336588,0.4,0.6,0.52,0.52,0.52,0.52,0.54,0.5,0.54,0.5,0.54,0.5,0.54,0.5,0.54,0.48,0.54,0.5,0.54,0.5,0.54,0.64,0.54,0.5,0.54,0.52,0.54,0.52,0.54,0.48,0.54,0.5,0.54,0.5,0.54,0.48,0.54,0.5,0.54,0.5,0.54,0.62,0.54,0.52,0.54,0.48,0.54,0.5,0.54,0.52,0.54,0.48,0.52,0.5,0.54,0.5,0.54,0.5,0.54,0.5
Handgraaf_1,3 repeated nudge,0.0157552821360271,0.0417324012432267,-0.0716174750143257,-0.1310741151673743,-0.2533664282527513,-0.3155472735532889,-0.3817171942595579,-0.4191600116963213,-0.4496719165327724,-0.4512963012608654,0.94197739895515,0.359618000390256,0.2813601427064713,0.198444586992632,0.1070600078349545,0.040008769261465,0.0038182749094899,-0.0342984321117121,-0.1123129327600412,-0.0829541343746271,1.0809953806876225,0.49423421318165,0.3077049222108012,0.2117123524830584,0.0863901591054773,0.0234706878347814,-0.0336609620248355,-0.1127573655599554,-0.1249776855441477,-0.1581426417313543,15.76,15.92,13.4,13.72,12.52,12.0,11.68,10.72,11.32,9.42,11.1,8.66,11.1,8.08,11.04,7.7,10.96,7.34,10.9,7.24,10.72,18.204,10.62,13.236,10.56,12.64,10.6,12.09,10.56,11.37,10.54,10.85,10.5,10.53,10.54,10.27,10.8,9.91,10.44,9.77,10.52,19.44,10.38,14.16,10.46,12.78,10.42,12.0,10.62,11.28,10.56,10.74,10.56,10.3,10.86,9.98,10.6,9.62,10.56,9.32
Kesternich_1,3 repeated nudge,0.1879024353974611,-0.1533768346588583,-0.1001124656254938,-0.2689273150144915,-0.2094165189319677,-0.2689273150144915,-0.2094165189319677,-0.2689273150144915,-0.2689273150144915,-0.2198120062222692,0.5143002199674033,-0.2094165189319677,-0.1533768346588583,-0.1533768346588583,-0.2471079222553325,-0.2009116839639764,-0.2094165189319677,-0.2198120062222692,-0.2689273150144915,-0.2198120062222692,0.5634155287596255,0.0,-0.0509971568332715,-0.1603012101397455,-0.104261525866636,-0.1533768346588583,-0.1603012101397455,-0.1603012101397455,-0.1603012101397455,-0.1603012101397455,0.2,0.28,0.22,0.16,0.22,0.18,0.22,0.12,0.22,0.14,0.22,0.12,0.22,0.14,0.22,0.12,0.22,0.12,0.2,0.12,0.22,0.46,0.22,0.14,0.22,0.16,0.22,0.16,0.26,0.16,0.24,0.16,0.22,0.14,0.2,0.12,0.22,0.12,0.2,0.12,0.2,0.46,0.2,0.2,0.2,0.18,0.2,0.14,0.2,0.16,0.22,0.16,0.2,0.14,0.2,0.14,0.2,0.14,0.2,0.14
Klotz_1,3 repeated nudge,1.8859150673747969,1.1489093480782429,0.9440926246638506,0.8729421804970154,0.7960253433662609,0.7954555754736707,0.8155596057567016,0.8186733160036634,0.8258344369300588,0.7651338830355039,1.8721358439338087,1.3333680415364222,1.2002180685250827,1.1407677124194215,1.132179541334411,1.1023936478218472,1.0719814042965594,1.0803905206478668,1.040716038882272,1.0334356499222008,1.86518727994711,1.2684815678017831,1.2147732259556976,1.137476439909013,1.0980499559289458,1.1366691840069645,1.0984755475493813,1.087775147563125,1.0284922441595254,1.0017350036390604,25.4,44.3,24.5,34.06,24.48,33.28,24.08,31.96,23.92,31.28,24.02,31.16,24.0,31.2,24.2,31.42,24.26,31.5,24.16,31.02,24.04,47.0,24.06,37.06,24.14,35.84,24.04,35.0,23.88,34.66,24.04,34.34,24.16,34.04,23.96,34.02,24.14,33.68,24.17,33.66,24.1,46.54,23.95,36.06,24.088,35.68,24.17,34.94,24.31,34.52,24.17,34.52,24.15,34.28,24.24,34.24,24.36,33.92,24.592,33.86
Lofgren_1,3 repeated nudge,0.2009116839639764,-0.1879024353974611,-0.2388995922307326,-0.2319842627257963,-0.1879024353974611,-0.326230372189916,-0.2829814195590678,-0.1879024353974611,-0.182868953933574,-0.2319842627257963,0.2912269636727,-0.182868953933574,-0.2829814195590678,-0.1879024353974611,-0.193843553221968,-0.2829814195590678,-0.2829814195590678,-0.2829814195590678,-0.2388995922307326,-0.2388995922307326,0.3715061717134993,-0.1353341046284559,-0.182868953933574,-0.2319842627257963,-0.1879024353974611,-0.2829814195590678,-0.2829814195590678,-0.2319842627257963,-0.2829814195590678,-0.2319842627257963,0.16,0.24,0.28,0.2,0.28,0.18,0.3,0.2,0.28,0.2,0.32,0.18,0.3,0.18,0.28,0.2,0.3,0.22,0.3,0.2,0.3,0.44,0.3,0.22,0.3,0.18,0.28,0.2,0.26,0.18,0.3,0.18,0.3,0.18,0.3,0.18,0.28,0.18,0.28,0.18,0.3,0.48,0.3,0.24,0.3,0.22,0.3,0.2,0.28,0.2,0.3,0.18,0.3,0.18,0.3,0.2,0.3,0.18,0.3,0.2
Lofgren_2,3 repeated nudge,0.2211214634013141,-0.1353341046284559,-0.3105916907927343,-0.3597069995849565,-0.3597069995849565,-0.368768778331926,-0.3597069995849565,-0.3597069995849565,-0.3177716214986544,-0.3597069995849565,0.5675882184166559,-0.2582888613656247,-0.3105916907927343,-0.3105916907927343,-0.3105916907927343,-0.3105916907927343,-0.3177716214986544,-0.3597069995849565,-0.3597069995849565,-0.3597069995849565,0.6538826971064513,-0.21323282235686,-0.2168606031962601,-0.3520199489620988,-0.3105916907927343,-0.2686563127064322,-0.3105916907927343,-0.3105916907927343,-0.3597069995849565,-0.3597069995849565,0.24,0.34,0.3,0.24,0.36,0.22,0.36,0.2,0.36,0.2,0.34,0.18,0.36,0.2,0.36,0.2,0.34,0.2,0.36,0.2,0.36,0.64,0.38,0.26,0.36,0.22,0.36,0.22,0.36,0.22,0.36,0.22,0.34,0.2,0.36,0.2,0.36,0.2,0.36,0.2,0.38,0.7,0.38,0.28,0.36,0.26,0.38,0.22,0.36,0.22,0.34,0.22,0.36,0.22,0.36,0.22,0.36,0.2,0.36,0.2
