ID,group,Age,Sex,ethnicity,occupation,income,education,envAttitude_pre,envSelfEfficacy_pre,envMotivation_pre,envAttitude_post,envSelfEfficacy_post,envMotivation_post,nudge_acceptance_post,nudge_reactance_post,nudge_fatigue_post,eco_choices_day1,eco_choices_day2,eco_choices_day3,eco_choices_day4,eco_choices_day5,eco_choices_day6,eco_choices_day7,eco_choices_day8,eco_choices_day9,eco_choices_day10,eco_choices_day11,eco_choices_day12,eco_choices_day13,eco_choices_day14,daily_donation_cents_day1,daily_donation_cents_day2,daily_donation_cents_day3,daily_donation_cents_day4,daily_donation_cents_day5,daily_donation_cents_day6,daily_donation_cents_day7,daily_donation_cents_day8,daily_donation_cents_day9,daily_donation_cents_day10,daily_donation_cents_day11,daily_donation_cents_day12,daily_donation_cents_day13,daily_donation_cents_day14,n_trials_day1,n_trials_day2,n_trials_day3,n_trials_day4,n_trials_day5,n_trials_day6,n_trials_day7,n_trials_day8,n_trials_day9,n_trials_day10,n_trials_day11,n_trials_day12,n_trials_day13,n_trials_day14,eco_share_day1,eco_share_day2,eco_share_day3,eco_share_day4,eco_share_day5,eco_share_day6,eco_share_day7,eco_share_day8,eco_share_day9,eco_share_day10,eco_share_day11,eco_share_day12,eco_share_day13,eco_share_day14,information_nudge_rt_ms_day1,information_nudge_rt_ms_day2,information_nudge_rt_ms_day3,information_nudge_rt_ms_day4,information_nudge_rt_ms_day5,information_nudge_rt_ms_day6,information_nudge_rt_ms_day7,information_nudge_rt_ms_day8,information_nudge_rt_ms_day9,information_nudge_rt_ms_day10,information_nudge_rt_ms_day11,information_nudge_rt_ms_day12,information_nudge_rt_ms_day13,information_nudge_rt_ms_day14,assistant_commitment_rt_ms_day1,assistant_commitment_rt_ms_day2,assistant_commitment_rt_ms_day3,assistant_commitment_rt_ms_day4,assistant_commitment_rt_ms_day5,assistant_commitment_rt_ms_day6,assistant_commitment_rt_ms_day7,assistant_commitment_rt_ms_day8,assistant_commitment_rt_ms_day9,assistant_commitment_rt_ms_day10,assistant_commitment_rt_ms_day11,assistant_commitment_rt_ms_day12,assistant_commitment_rt_ms_day13,assistant_commitment_rt_ms_day14
yfzmJdtT,structure_high,29,Female,White,Private sector,"10,001-20,000",Bachelor,3.467,4,-4,3.73333333333333,4,-4,4,3,5,3,3,3,3,3,3,3,3,3,2,3,2,3,3,5,10,5,9,6,10,6,14,10,7,11,5,10,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0.666666666666667,1,0.666666666666667,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ynHnWIOT,assistant_low,38,Female,Black,Government/Public sector,"10,001-20,000",Master,2.933,3,0,2.6,3,0,2,4,4,1,2,0,3,0,2,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,2,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0.666666666666667,0,1,0,0.666666666666667,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WgcPMLFm,information_low,27,Male,White,Private sector,">60,000",Bachelor,3.533,4,5,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,6,NA,7,NA,NA,NA,NA,3,NA,5,0,NA,NA,4,3,NA,3,NA,NA,NA,NA,3,NA,3,3,NA,NA,3,0.666666666666667,NA,0.666666666666667,NA,NA,NA,NA,0.333333333333333,NA,0.333333333333333,0,NA,NA,0.333333333333333,14868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
emfIReaQ,assistant_medium,32,Female,Black,Private sector,"10,001-20,000",Senior high,4.333,5,11,NA,NA,NA,NA,NA,NA,1,2,2,1,3,NA,3,1,2,0,3,NA,3,NA,2,3,6,1,4,NA,5,2,6,0,6,NA,6,NA,3,3,3,3,3,NA,3,3,3,3,3,NA,3,NA,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,1,NA,1,0.333333333333333,0.666666666666667,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11299,NA,NA,9802,NA,NA,4960,NA,NA,4164,NA,NA,2793,NA
vrzsLQnI,assistant_high,47,Male,White,Private sector,"20,001-30,000",College diploma,4.067,4,8.5,4.4,4,8.5,6,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,3,2,4,3,3,5,3,3,2,2,4,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14932,6218,6176,4636,4291,4069,3876,3985,3591,3961,4134,3628,3784,3492
QSMZdBGE,control,28,Female,White,Student,NA,Bachelor,3.267,4,1.5,2.6,4,3,NA,NA,NA,3,0,1,0,2,0,2,1,3,0,2,0,2,0,3,0,5,0,8,0,9,2,9,0,9,0,7,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0.333333333333333,0,0.666666666666667,0,0.666666666666667,0.333333333333333,1,0,0.666666666666667,0,0.666666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QkKRVuTp,assistant_high,30,Male,White,Self-employed/Freelancer,"<10,000",Senior high,4.333,3,2.5,4.53333333333333,4,7,7,3,2,1,2,2,0,2,2,2,2,2,1,3,2,3,2,1,2,5,0,4,5,4,4,7,3,6,6,8,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0.666666666666667,0.666666666666667,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,1,0.666666666666667,1,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29674,13166,15106,6293,5147,4766,6777,5119,4744,7557,4309,5158,2623,7776
nLeohurt,assistant_low,30,Male,White,Other,"<10,000",College diploma,3.267,5,3.5,3.4,5,7,6,4,2,2,3,3,3,3,3,3,3,3,3,2,2,3,3,6,7,9,9,4,8,10,9,7,7,6,9,10,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.666666666666667,1,1,1,1,1,1,1,1,1,0.666666666666667,0.666666666666667,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GZENBMBR,assistant_low,30,Male,White,Private sector,"20,001-30,000",Bachelor,3.867,4,4,3.53333333333333,4,2.5,4,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hDeBxlgn,assistant_high,25,Male,White,Private sector,"20,001-30,000",Bachelor,4.533,4,9,4.26666666666667,4,14,4,1,2,1,1,1,1,2,1,1,2,2,2,0,0,0,3,2,2,3,1,2,4,3,8,6,8,0,0,0,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25840,10726,8314,3022,2615,4796,2273,2773,1959,1726,1724,1818,2138,2587
SWplvDSc,information_high,34,Female,White,Private sector,"30,001-40,000",Master,4.467,4,7,4,4,4.5,5,3,1,2,0,3,0,3,0,3,0,3,0,3,0,3,0,9,0,12,0,11,0,11,0,9,0,12,0,8,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.666666666666667,0,1,0,1,0,1,0,1,0,1,0,1,0,5098,9954,1001,416,333,374,709,602,576,407,387,477,1546,485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qRORKhiO,assistant_medium,30,Female,Black,Private sector,"20,001-30,000",Bachelor,3.533,4,13,3.13333333333333,5,9,6,2,1,3,1,2,2,2,2,2,1,2,0,3,1,3,1,3,1,2,2,2,0,3,4,4,0,6,0,7,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0,1,0.333333333333333,1,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8281,NA,NA,9339,NA,NA,7481,NA,NA,4953,NA,NA,5632,NA
WFjpoBuQ,information_low,48,Female,Black,Government/Public sector,"10,001-20,000",Bachelor,2.867,4,4.5,3.33333333333333,4,6.5,5,2,2,1,1,2,2,1,1,1,0,1,1,1,1,0,0,2,1,2,2,1,1,2,0,2,2,5,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,20727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dAcdLbSo,structure_medium,50,Male,White,Private sector,"20,001-30,000",Senior high,3,4,0,3.33333333333333,3,0,3,4,2,3,0,3,0,3,0,1,1,1,2,0,1,3,1,4,0,6,0,8,0,2,0,2,5,0,3,7,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,1,0,1,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0.333333333333333,1,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZAHhLfLV,information_low,73,Female,White,Other,NA,Master,4.333,5,11,4.6,5,14,6,2,1,0,1,2,3,3,3,3,2,3,1,3,2,3,3,0,2,2,5,3,5,3,6,3,3,3,8,3,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.333333333333333,0.666666666666667,1,1,1,1,0.666666666666667,1,0.333333333333333,1,0.666666666666667,1,1,13833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JiENpGYu,structure_low,27,Female,Black,Private sector,"30,001-40,000",Bachelor,3.133,5,0,3.26666666666667,5,0,7,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dKKGCgfO,structure_low,47,Female,Black,Private sector,">60,000",Doctoral,3.467,5,6,3.13333333333333,5,4,7,6,5,0,3,0,3,0,1,0,1,0,1,0,2,0,1,0,3,0,1,0,3,0,3,0,3,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,1,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0.666666666666667,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gVHZaJPo,assistant_low,68,Male,White,Other,"30,001-40,000",Bachelor,4,3,0,3.66666666666667,3,-1.5,2,5,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vDgDUQzG,structure_medium,28,Female,White,Private sector,"30,001-40,000",Bachelor,3.933,5,11.5,3.86666666666667,5,13,6,1,2,3,3,1,3,0,2,1,2,0,3,1,3,3,2,9,0,5,3,0,9,3,10,0,6,3,2,8,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0.333333333333333,1,0,0.666666666666667,0.333333333333333,0.666666666666667,0,1,0.333333333333333,1,1,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tXEcwnbZ,control,33,Male,White,Private sector,"20,001-30,000",Bachelor,2.933,4,5.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,0,3,3,3,NA,NA,NA,NA,3,3,3,3,3,NA,3,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
autNaZvO,assistant_medium,28,Male,White,Self-employed/Freelancer,"20,001-30,000",College diploma,3.733,4,8,NA,NA,NA,NA,NA,NA,1,0,1,1,0,1,NA,NA,NA,1,1,1,1,1,3,0,4,3,0,4,NA,NA,NA,4,4,4,4,5,3,3,3,3,3,3,NA,NA,NA,3,3,3,3,3,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0.333333333333333,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9763,NA,NA,1757,NA,NA,NA,NA,NA,19375,NA,NA,17782,NA
DiUIqFQn,assistant_high,34,Female,Black,Private sector,">60,000",Master,2.8,5,2.5,3.66666666666667,5,12.5,6,5,4,2,3,1,2,2,3,3,3,3,3,3,3,3,3,3,2,1,2,2,0,5,3,4,2,6,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.666666666666667,1,0.333333333333333,0.666666666666667,0.666666666666667,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14704,6606,13454,18476,4442,10601,5815,6671,12188,12171,4781,7437,4821,6018
KGiBABtl,structure_low,46,Male,White,Private sector,"<10,000",College diploma,4.067,5,14,3.93333333333333,5,12,6,1,1,3,3,0,2,0,2,0,3,0,3,0,1,0,2,1,6,0,4,0,4,0,5,0,7,0,4,0,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0.666666666666667,0,0.666666666666667,0,1,0,1,0,0.333333333333333,0,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BNmEoePB,information_low,26,Male,Black,Self-employed/Freelancer,"<10,000",College diploma,3.267,5,5.5,2.93333333333333,5,4.5,5,1,1,2,2,2,2,3,2,2,0,0,3,0,3,0,1,1,4,3,2,3,3,0,0,0,3,0,3,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0,0,1,0,1,0,0.333333333333333,22982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PToLqFlo,structure_high,34,Male,Black,Self-employed/Freelancer,"<10,000",College diploma,2.867,5,4.5,NA,NA,NA,NA,NA,NA,2,2,1,2,1,0,1,1,3,1,3,NA,NA,1,2,2,1,2,2,0,2,0,4,0,3,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,3,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,1,0.333333333333333,1,NA,NA,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IerOIAvw,assistant_low,27,Female,Black,Private sector,"20,001-30,000",Bachelor,4.133,5,4.5,NA,NA,NA,NA,NA,NA,1,1,2,2,2,0,0,0,0,0,0,0,0,0,2,2,3,3,4,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YVcXheDS,information_medium,28,Female,White,Private sector,"20,001-30,000",Master,2.933,4,0,2.93333333333333,4,-2,3,3,4,3,1,3,0,0,0,0,1,0,0,1,1,0,2,3,2,4,0,0,0,0,1,0,0,1,1,0,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0.333333333333333,1,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0.666666666666667,10887,NA,NA,1132,NA,NA,801,NA,NA,1141,NA,NA,766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KpEgxjbD,assistant_high,30,Female,Mixed,Private sector,"10,001-20,000",College diploma,3.8,5,12,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,0,0,0,1,0,NA,0,NA,NA,0,2,1,0,NA,0,0,0,0,0,NA,0,NA,NA,3,3,3,3,NA,3,3,3,3,3,NA,3,NA,NA,0,0.333333333333333,0.333333333333333,0,NA,0,0,0,0.333333333333333,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12019,5781,2435,2599,NA,3720,6175,2160,8642,1257,NA,3164,NA,NA
FjinbAMv,structure_high,25,Female,Mixed,Student,"<10,000",Bachelor,4.2,5,10,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,3,3,3,3,3,3,NA,NA,NA,3,9,9,NA,NA,11,7,11,9,15,9,NA,NA,NA,3,3,3,NA,NA,3,3,3,3,3,3,NA,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lphjCZJp,information_low,44,Male,Black,Government/Public sector,"40,001-60,000",Doctoral,3.933,5,9,NA,NA,NA,NA,NA,NA,2,2,1,1,1,NA,1,0,2,0,1,0,1,0,2,2,0,3,2,NA,2,0,4,0,3,0,2,0,3,3,3,3,3,NA,3,3,3,3,3,3,3,3,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,NA,0.333333333333333,0,0.666666666666667,0,0.333333333333333,0,0.333333333333333,0,27877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AqkGjnYb,assistant_high,48,Male,White,Private sector,"20,001-30,000",Bachelor,4.467,4,5.5,4.73333333333333,4,4.5,5,2,6,2,3,1,3,2,2,3,2,3,3,3,3,3,3,1,7,2,7,4,6,9,5,7,7,6,7,9,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.666666666666667,1,0.333333333333333,1,0.666666666666667,0.666666666666667,1,0.666666666666667,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11973,15530,4082,3670,6134,11245,4331,7404,4289,3126,15705,2941,3649,3118
vefNNwJa,assistant_high,79,Female,White,Other,"20,001-30,000",College diploma,3.6,4,6.5,4.13333333333333,4,7,6,5,4,3,3,3,0,3,1,3,2,3,3,1,2,3,3,0,0,0,0,0,0,1,1,0,3,0,5,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,0,1,0.333333333333333,1,0.666666666666667,1,1,0.333333333333333,0.666666666666667,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12128,8397,24229,21990,23031,37986,19496,13459,21639,21916,6111,5659,4722,23373
ogUqbgfz,assistant_high,28,Female,White,Self-employed/Freelancer,"20,001-30,000",Bachelor,4.733,4,4,NA,NA,NA,NA,NA,NA,0,NA,3,2,2,3,1,3,2,NA,2,2,1,NA,0,NA,6,6,7,9,4,6,4,NA,9,3,4,NA,3,NA,3,3,3,3,3,3,3,NA,3,3,3,NA,0,NA,1,0.666666666666667,0.666666666666667,1,0.333333333333333,1,0.666666666666667,NA,0.666666666666667,0.666666666666667,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7495,NA,3276,2544,4077,26552,4194,1762,112021,NA,5489,10920,2900,NA
utxuhPYO,information_low,23,Female,Black,Private sector,"40,001-60,000",Bachelor,3.667,5,2.5,3.46666666666667,5,7,6,3,1,0,2,1,1,0,0,1,0,0,0,1,0,0,1,0,4,1,3,0,0,2,0,0,0,2,0,0,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0,0.333333333333333,16706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kYgghgub,structure_high,26,Female,Asian,Other,NA,Bachelor,3.333,4,-2.5,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,2,1,1,1,2,1,2,2,2,2,2,NA,2,2,2,1,2,3,4,1,3,3,4,3,3,NA,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0.333333333333333,NA,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCBMgcUt,information_high,56,Male,Black,Government/Public sector,"<10,000",Bachelor,3.533,4,0,3.53333333333333,5,4,5,4,6,3,2,3,0,3,3,3,3,3,0,1,1,0,1,2,0,3,0,3,2,6,1,5,0,2,2,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0.666666666666667,1,0,1,1,1,1,1,0,0.333333333333333,0.333333333333333,0,0.333333333333333,31425,8588,4163,3007,23045,8634,2965,50237,8700,13240,2528,4030,9007,4582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UeWYhfeY,structure_medium,24,Female,Black,Self-employed/Freelancer,"<10,000",Bachelor,4,4,6,NA,NA,NA,NA,NA,NA,2,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.666666666666667,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFzHidCn,information_low,31,Female,Black,Private sector,"30,001-40,000",Bachelor,3.333,5,2.5,3,5,3,6,5,6,2,0,0,0,3,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,3,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.666666666666667,0,0,0,1,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,6265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BbIfTHfQ,structure_medium,32,Male,Black,Self-employed/Freelancer,"<10,000",College diploma,3.2,5,5,3,4,-1.5,4,3,5,0,0,2,0,1,0,2,0,2,0,1,0,3,0,0,0,5,0,1,0,1,0,4,0,4,0,4,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0.666666666666667,0,0.333333333333333,0,0.666666666666667,0,0.666666666666667,0,0.333333333333333,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sqRnpehl,assistant_high,30,Female,Black,Student,NA,Master,3.2,5,4,NA,NA,NA,NA,NA,NA,1,2,1,3,NA,0,NA,NA,0,0,1,NA,NA,NA,0,1,0,1,NA,0,NA,NA,0,0,0,NA,NA,NA,3,3,3,3,NA,3,NA,NA,3,3,3,NA,NA,NA,0.333333333333333,0.666666666666667,0.333333333333333,1,NA,0,NA,NA,0,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19052,23403,1476,1698,NA,1598,NA,NA,1886,1270,1675,NA,NA,NA
AMNDixni,information_medium,41,Female,White,Government/Public sector,">60,000",Bachelor,1.8,1,0,NA,NA,NA,NA,NA,NA,2,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,1,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,3,3,3,NA,3,3,3,3,3,3,3,NA,3,NA,0.666666666666667,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,1360,NA,NA,NA,NA,NA,3409,NA,NA,1406,NA,NA,1498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeMkscFm,assistant_medium,48,Male,Black,Private sector,"10,001-20,000",College diploma,3.6,4,1.5,4.06666666666667,4,7.5,7,3,3,0,2,0,3,0,3,0,2,0,3,1,3,1,2,0,2,0,8,0,5,0,6,0,5,0,5,1,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.666666666666667,0,1,0,1,0,0.666666666666667,0,1,0.333333333333333,1,0.333333333333333,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17390,NA,NA,5330,NA,NA,15082,NA,NA,12315,NA,NA,9208,NA
NDCdBqhx,assistant_medium,31,Female,Black,Private sector,"<10,000",Bachelor,3.933,5,5.5,4.4,5,8.5,4,4,4,2,1,0,0,2,1,1,1,2,0,0,1,0,2,0,0,0,0,1,0,4,0,6,0,0,2,0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.666666666666667,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0,0.333333333333333,0,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13566,NA,NA,6875,NA,NA,6017,NA,NA,3671,NA,NA,1782,NA
