ID,group,nudgeType,nudgeIntensity,Age,Sex,ethnicity,occupation,income,education,envAttitude_pre,envSelfEfficacy_pre,envMotivation_pre,eco_choices_day1,eco_choices_day2,eco_choices_day3,eco_choices_day4,eco_choices_day5,eco_choices_day6,eco_choices_day7,eco_choices_day8,eco_choices_day9,eco_choices_day10,eco_choices_day11,eco_choices_day12,eco_choices_day13,eco_choices_day14,eco_share_day1,eco_share_day2,eco_share_day3,eco_share_day4,eco_share_day5,eco_share_day6,eco_share_day7,eco_share_day8,eco_share_day9,eco_share_day10,eco_share_day11,eco_share_day12,eco_share_day13,eco_share_day14
1,assistant_medium,assistant,medium,21,Male,Black,1,3,5,2.933,5,5.5,2,1,1,3,1,1,3,1,0,3,2,2,3,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
2,assistant_medium,assistant,medium,21,Male,Black,1,1,5,3.667,4,4.5,3,2,1,3,2,1,3,2,2,3,3,2,3,2,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666
3,assistant_medium,assistant,medium,26,Male,Asian,3,3,5,3.4,5,5.5,3,1,0,3,0,0,3,0,0,3,0,0,3,0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4,assistant_medium,assistant,medium,25,Male,Mixed,4,3,5,3.6,5,12.5,3,2,2,3,2,2,3,2,2,3,2,2,3,3,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0
5,assistant_medium,assistant,medium,29,Male,White,2,3,5,2.6,4,0.0,3,2,1,3,1,2,3,2,2,3,2,2,3,3,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0
6,assistant_medium,assistant,medium,52,Male,White,4,6,6,4.267,4,2.0,3,1,1,3,0,0,3,1,0,3,0,0,3,0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0
7,assistant_medium,assistant,medium,29,Female,Black,2,2,5,3.4,5,6.5,3,2,2,3,2,2,3,3,3,3,3,3,3,3,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,assistant_medium,assistant,medium,32,Male,Asian,4,1,6,3.533,4,7.5,2,2,1,3,1,1,3,1,1,2,1,1,3,1,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333
9,assistant_medium,assistant,medium,25,Female,Asian,4,1,5,3.8,3,1.0,2,1,0,3,2,1,3,2,2,3,2,2,3,3,0.6666666666666666,0.3333333333333333,0.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0
10,assistant_medium,assistant,medium,27,Male,Asian,3,2,6,3.933,4,2.0,3,0,1,3,1,1,3,1,1,3,1,1,3,1,1.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333
11,assistant_medium,assistant,medium,28,Male,Mixed,4,1,3,3.333,4,-2.0,3,1,1,2,1,1,3,1,1,3,2,1,3,1,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333
12,assistant_medium,assistant,medium,38,Male,White,3,3,4,2.333,3,0.0,3,0,0,3,0,0,3,0,0,3,2,0,3,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.0
13,assistant_medium,assistant,medium,30,Female,Black,3,6,5,2.733,4,5.5,2,0,0,2,0,0,3,0,0,3,1,0,3,1,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333
14,assistant_medium,assistant,medium,30,Male,Other,3,2,5,2.8,2,-3.5,3,1,0,3,0,0,3,1,0,3,0,0,3,0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0
15,assistant_medium,assistant,medium,34,Male,White,2,6,5,4.267,5,12.0,3,2,2,3,2,2,3,2,3,3,3,3,3,3,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
16,assistant_medium,assistant,medium,29,Male,Asian,1,1,2,2.933,2,4.5,2,0,0,2,0,0,2,0,0,2,0,0,3,0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0
17,assistant_medium,assistant,medium,50,Male,White,2,2,5,3.6,4,3.0,3,2,1,3,2,2,3,3,2,3,2,2,3,2,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
18,assistant_medium,assistant,medium,23,Female,Black,4,1,5,4.133,4,-0.5,2,0,0,2,0,0,3,0,0,3,1,0,3,1,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333
19,assistant_medium,assistant,medium,19,Male,White,4,2,5,3.867,4,2.0,3,2,2,3,2,2,3,3,3,3,3,3,3,3,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,assistant_medium,assistant,medium,29,Male,Black,2,6,5,3.2,5,3.0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
21,assistant_medium,assistant,medium,27,Male,Black,2,3,5,3.067,5,6.0,3,2,2,3,2,2,3,2,2,3,2,2,3,2,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
22,assistant_medium,assistant,medium,29,Female,White,4,3,5,4.333,2,1.0,2,1,0,3,1,1,3,1,1,3,2,1,3,0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0
23,assistant_medium,assistant,medium,31,Male,White,3,3,5,3.0,4,3.0,3,1,1,3,2,1,3,2,3,3,2,2,3,2,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
24,assistant_medium,assistant,medium,26,Male,Black,3,6,6,3.2,5,1.0,3,1,1,3,1,1,3,1,0,3,1,1,3,2,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666
25,assistant_medium,assistant,medium,48,Male,White,3,6,6,2.6,4,0.5,3,2,1,3,1,1,2,1,1,3,1,1,3,1,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333
26,assistant_medium,assistant,medium,38,Male,White,3,6,3,4.267,4,2.5,2,0,0,3,2,1,2,1,0,3,1,1,3,1,0.6666666666666666,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333
27,assistant_medium,assistant,medium,44,Female,Mixed,4,1,3,3.267,4,3.5,3,1,0,3,0,1,3,0,0,3,1,0,3,0,1.0,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0
28,assistant_medium,assistant,medium,28,Female,Mixed,3,2,3,3.267,4,3.0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
29,assistant_medium,assistant,medium,28,Female,Black,2,1,5,3.533,4,7.0,3,1,0,3,0,0,3,0,0,3,0,0,3,0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30,assistant_medium,assistant,medium,26,Male,Black,2,2,5,3.667,5,6.0,3,2,2,3,2,2,3,3,3,3,3,3,3,3,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,assistant_medium,assistant,medium,29,Male,Asian,4,2,5,2.933,4,1.5,3,2,2,3,2,2,3,2,3,3,2,2,3,2,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
32,assistant_medium,assistant,medium,34,Male,Mixed,3,2,3,4.2,4,3.0,3,2,2,3,2,2,3,3,2,3,2,2,3,2,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
33,assistant_medium,assistant,medium,24,Male,Asian,4,2,5,4.733,5,5.0,3,2,2,3,2,2,3,2,3,3,3,3,3,3,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
34,assistant_medium,assistant,medium,28,Female,Black,2,3,6,3.6,4,5.5,3,0,0,3,1,0,3,0,0,2,0,0,3,1,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333
35,assistant_medium,assistant,medium,33,Male,Black,3,1,5,3.2,5,2.0,3,0,0,2,1,0,3,1,0,3,0,1,3,1,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,1.0,0.3333333333333333
36,assistant_medium,assistant,medium,32,Male,White,3,3,5,3.467,4,0.5,3,0,0,3,1,1,3,1,0,3,1,1,3,1,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333
37,assistant_medium,assistant,medium,19,Male,Mixed,1,1,3,3.333,4,-0.5,2,1,0,3,0,1,3,1,0,3,1,1,3,1,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333
38,assistant_medium,assistant,medium,37,Male,White,3,1,2,2.733,4,6.0,3,2,2,3,2,2,3,3,2,3,2,2,3,2,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
39,assistant_medium,assistant,medium,32,Female,White,2,4,5,2.933,2,-8.0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40,assistant_medium,assistant,medium,51,Female,Black,4,4,4,4.867,4,8.5,2,0,0,3,0,0,3,0,0,3,1,0,3,0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0
41,assistant_medium,assistant,medium,30,Male,Other,3,2,5,2.8,2,-3.5,2,1,0,2,0,0,2,0,0,2,0,0,2,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0
42,assistant_medium,assistant,medium,34,Female,Black,3,2,5,3.733,4,3.5,3,0,0,3,0,0,3,1,0,3,0,0,3,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0
43,assistant_medium,assistant,medium,35,Male,Asian,4,3,5,3.333,4,-2.5,3,0,0,3,0,0,3,2,0,3,0,0,3,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.3333333333333333
44,assistant_medium,assistant,medium,31,Female,White,4,2,5,3.333,5,6.0,3,0,0,3,0,0,3,2,0,3,0,0,3,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.3333333333333333
45,assistant_medium,assistant,medium,32,Female,Black,4,3,6,3.133,5,10.0,3,2,2,3,2,2,3,3,3,3,2,3,3,3,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
46,assistant_medium,assistant,medium,31,Male,Black,3,4,6,2.867,4,3.5,3,2,1,3,1,1,3,2,3,3,3,2,3,2,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666
47,assistant_medium,assistant,medium,28,Female,Black,3,6,5,3.733,5,4.5,3,0,0,3,1,0,3,2,0,3,0,1,3,1,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,1.0,0.3333333333333333
48,assistant_medium,assistant,medium,35,Male,White,3,1,5,3.4,4,2.0,2,0,1,2,0,1,3,1,1,2,2,0,3,1,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,0.3333333333333333
49,assistant_medium,assistant,medium,36,Female,Black,5,2,6,3.6,5,10.0,3,2,1,3,2,2,3,3,3,3,3,3,3,3,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,assistant_medium,assistant,medium,38,Female,Black,3,3,5,2.8,4,5.0,3,2,1,3,2,2,3,2,2,3,2,2,3,2,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
1,control,control,none,24,Male,Black,1,3,4,2.8,4,3.0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,control,control,none,26,Female,White,2,4,5,3.733,4,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,control,control,none,21,Female,Asian,3,1,5,4.6,4,5.0,2,2,3,1,3,3,3,3,3,3,3,3,3,3,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,control,control,none,39,Female,White,3,5,4,4.067,4,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,control,control,none,27,Male,White,2,6,6,3.8,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,control,control,none,32,Male,White,3,3,2,2.6,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,control,control,none,25,Male,Black,3,2,5,3.2,5,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,control,control,none,33,Male,Black,3,1,5,3.2,5,2.0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,control,control,none,27,Male,White,2,6,6,3.8,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,control,control,none,23,Male,Asian,1,1,5,3.4,5,6.0,1,1,1,2,2,2,2,2,3,3,3,3,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
11,control,control,none,29,Male,Mixed,1,1,4,4.667,4,14.0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,control,control,none,19,Female,Black,2,6,7,3.467,5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,control,control,none,31,Female,Black,3,3,5,3.6,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,control,control,none,32,Female,Black,4,3,6,3.133,5,10.0,2,3,3,3,3,3,2,3,3,3,3,3,3,3,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,control,control,none,24,Female,Asian,3,2,5,3.467,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,control,control,none,53,Female,White,5,2,3,3.733,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,control,control,none,51,Female,Black,4,4,4,4.867,4,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,control,control,none,30,Male,White,3,3,5,3.533,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,control,control,none,32,Male,Asian,3,1,5,4.0,5,3.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,control,control,none,42,Female,White,3,2,3,4.6,5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,control,control,none,28,Female,Black,2,2,5,2.867,5,12.0,1,1,1,1,1,3,1,1,1,1,0,0,0,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
22,control,control,none,40,Female,White,4,2,3,4.667,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,control,control,none,32,Female,White,3,3,3,4.2,4,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,control,control,none,45,Male,Other,3,6,5,3.467,5,10.0,1,1,2,1,2,1,0,1,1,0,1,1,1,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
25,control,control,none,31,Male,Mixed,1,2,5,3.667,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,control,control,none,38,Male,Mixed,3,3,3,3.267,3,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,control,control,none,39,Male,White,5,1,3,3.733,5,10.5,2,2,2,3,3,3,3,3,3,3,3,3,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,control,control,none,33,Male,White,3,4,5,2.4,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,control,control,none,34,Female,Asian,5,1,5,4.067,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,control,control,none,24,Male,White,3,6,3,2.733,4,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,control,control,none,48,Male,White,3,5,5,2.4,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,control,control,none,25,Male,Asian,3,1,5,3.733,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,control,control,none,34,Male,Asian,3,3,6,4.133,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,control,control,none,29,Female,Black,3,5,5,2.933,4,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,control,control,none,31,Female,White,4,2,5,3.333,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,control,control,none,22,Male,Asian,4,4,5,4.2,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,control,control,none,54,Male,White,5,5,4,1.8,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,control,control,none,26,Female,White,3,6,5,3.067,3,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,control,control,none,27,Male,Black,4,1,3,3.267,4,6.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,control,control,none,32,Female,Black,2,5,5,3.533,4,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,control,control,none,24,Male,Black,3,3,3,3.4,2,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,control,control,none,26,Female,Black,2,6,6,3.6,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,control,control,none,28,Female,Black,2,3,6,3.6,4,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,control,control,none,36,Female,Asian,3,6,6,4.4,5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,control,control,none,56,Male,White,3,4,3,2.533,5,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,control,control,none,31,Female,White,4,2,5,3.333,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,control,control,none,27,Male,Asian,4,5,5,3.2,4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,control,control,none,25,Female,Black,3,3,6,3.133,5,7.0,1,0,1,2,0,1,1,1,0,0,0,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
49,control,control,none,48,Female,White,5,5,6,3.8,5,9.0,1,2,2,2,3,2,1,2,2,2,3,3,3,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0
50,control,control,none,38,Male,White,3,6,6,3.733,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
