study_id,reference,title,year,intervention_category,intervention_technique,type_experiment,environmental_context,economic_cost,cultural_meaning,behavior_scrutiny,suitable_for_longitudinal,control_group_scenario_prompt,intervention_group_scenario_prompt,response_instruction,response_options,n_study,n_comparison,n_control,n_intervention,binary_outcome,mean_control,sd_control,mean_intervention,sd_intervention,effect_size,effect_label,variance_d,ci_lower,ci_upper,gpt35_llm_mean_control,gpt35_llm_mean_intervention,gpt35_llm_std_control,gpt35_llm_std_intervention,gpt35_llm_effect_size,gpt35_llm_p_value,gpt35_llm_variance_d,gpt35_llm_ci_lower,gpt35_llm_ci_upper,deepseekv3_llm_mean_control,deepseekv3_llm_mean_intervention,deepseekv3_llm_std_control,deepseekv3_llm_std_intervention,deepseekv3_llm_effect_size,deepseekv3_llm_p_value,deepseekv3_llm_variance_d,deepseekv3_llm_ci_lower,deepseekv3_llm_ci_upper,claudehaiku45_llm_mean_control,claudehaiku45_llm_mean_intervention,claudehaiku45_llm_std_control,claudehaiku45_llm_std_intervention,claudehaiku45_llm_effect_size,claudehaiku45_llm_p_value,claudehaiku45_llm_variance_d,claudehaiku45_llm_ci_lower,claudehaiku45_llm_ci_upper,gpt4o_llm_mean_control,gpt4o_llm_mean_intervention,gpt4o_llm_std_control,gpt4o_llm_std_intervention,gpt4o_llm_effect_size,gpt4o_llm_p_value,gpt4o_llm_variance_d,gpt4o_llm_ci_lower,gpt4o_llm_ci_upper,deepseekv4flash_llm_mean_control,deepseekv4flash_llm_mean_intervention,deepseekv4flash_llm_std_control,deepseekv4flash_llm_std_intervention,deepseekv4flash_llm_effect_size,deepseekv4flash_llm_p_value,deepseekv4flash_llm_variance_d,deepseekv4flash_llm_ci_lower,deepseekv4flash_llm_ci_upper,gpt54_llm_mean_control,gpt54_llm_mean_intervention,gpt54_llm_std_control,gpt54_llm_std_intervention,gpt54_llm_effect_size,gpt54_llm_p_value,gpt54_llm_variance_d,gpt54_llm_ci_lower,gpt54_llm_ci_upper
Dinner_2,Dinner et al. (2011),Partitioning default effects: Why people choose not to choose,2011,structure,default,artefactual_field,Energy conservation,medium,medium,medium,0,"You have just completed major renovations in your home. The contractor informs you that all the new light fixtures have been installed with incandescent bulbs, which are cheaper but less efficient. The contractor now asks: “Are you okay with the incandescent bulbs, or would you prefer to switch to compact fluorescent (CFL) bulbs, which are more expensive but energy efficient? If you want to switch, we can do so at no extra labor cost.","You have just completed major renovations in your home. The contractor informs you that all the new light fixtures have been installed with compact fluorescent (CFL) bulbs, which are more expensive but energy efficient. The contractor now asks: “Are you okay with the CFL bulbs, or would you prefer to switch to incandescent bulbs, which are cheaper but less efficient? If you want to switch, we can do so at no extra labor cost.",Which type of light bulbs do you choose to keep in your home?,"Incandescent bulb (0), compact fluorescent lamp (CFL) bulb (1), first output a number, then output a brief reason.",190,190,95,95,1,0.202,,0.438,,0.5142,1,0.0217,0.2254792761004805,0.8029207238995194,0.82,0.98,0.3880879344916035,0.14142135623730936,0.5925039519600137,0.019630657257290702,0.02197647613970588,0.3019497778123221,0.8830581261077053,0.76,0.96,0.4314191105869001,0.1979486637221575,0.621229534518291,0.009493359118013266,0.02206822666988898,0.3300694685783988,0.9123896004581832,0.58,0.88,0.49856938190328964,0.328260722659316,0.7026224620636432,0.0016135778718655324,0.022351785063674672,0.40959778410782277,0.9956471400194636,0.8,0.94,0.4040610178208843,0.2398979374820953,0.43236109166071657,0.0744069135980516,0.021544568719952754,0.14467624056960815,0.720045942751825,0.28,0.58,0.4535573676110727,0.49856938190328975,0.6162893263477338,0.004686174789043285,0.022052138246763536,0.3252354121270244,0.9073432405684432,0.58,0.74,0.4985693819032898,0.44308749769345196,0.3399640594526776,0.13948778425190578,0.021356777793998798,0.05353573955682456,0.6263923793485306
Dinner_3,Dinner et al. (2011),Partitioning default effects: Why people choose not to choose,2011,structure,default,artefactual_field,Energy conservation,medium,medium,medium,0,"You have just completed major renovations in your home. The contractor informs you that all the new light fixtures have been installed with incandescent bulbs, which are cheaper but less efficient. The contractor now asks: “Are you okay with the incandescent bulbs, or would you prefer to switch to compact fluorescent (CFL) bulbs, which are more expensive but energy efficient? If you want to switch, we can do so at no extra labor cost.","You have just completed major renovations in your home. The contractor informs you that all the new light fixtures have been installed with compact fluorescent (CFL) bulbs, which are more expensive but energy efficient. The contractor now asks: “Are you okay with the CFL bulbs, or would you prefer to switch to incandescent bulbs, which are cheaper but less efficient? If you want to switch, we can do so at no extra labor cost.",Which type of light bulbs do you choose to keep in your home?,"Incandescent bulb (0), compact fluorescent lamp (CFL) bulb (1).",126,126,63,63,1,0.236,,0.465,,0.4862,1,0.0327,0.1317769428540266,0.8406230571459734,0.84,0.9,0.3703280399090204,0.303045763365663,0.17953258334169186,0.5520433309144819,0.031873936303497385,-0.17038514093547696,0.5294503076188607,0.74,0.96,0.4430874976934522,0.19794866372215744,0.6674257728096467,0.005101399646004978,0.03351371889766093,0.3086200160641856,1.0262315295551077,0.44,0.82,0.5014265364224069,0.3880879344916035,0.8147881480213437,0.00019283807794083906,0.03438047510379385,0.4513721613791437,1.1782041346635437,0.88,0.92,0.32826072265931605,0.2740475156178697,0.13397010735624626,0.7388826803635271,0.03181725392724224,-0.2156363438843873,0.4835765585968798,0.4,0.52,0.49487165930539356,0.5046720495044484,0.24136859514431985,0.3157569237654325,0.0319772174552458,-0.10911559002629256,0.5918527803149323,0.48,0.64,0.5046720495044484,0.4848732213850611,0.3238047835623168,0.15848353257473796,0.032162101340705705,-0.027691145130054107,0.6753007122546877
Ebeling_1,Ebeling & Lotz (2015),Domestic uptake of green energy promoted by opt-out tariffs,2015,structure,default,natural_field,Energy conservation,medium,medium,medium,0,"You are on an energy provider’s real ordering page after entering your household size, annual electricity use, and postcode. Beneath each available contract is an unchecked box labeled “100% green (+0.3 cents per unit),” followed by an “Order now” button. You can click “Order now” as displayed or change the checkbox first.","You are on an energy provider’s real ordering page after entering your household size, annual electricity use, and postcode. Beneath each available contract is a checked box labeled “100% green (+0.3 cents per unit),” followed by an “Order now” button. You can click “Order now” as displayed or change the checkbox first.","With the ordering page in front of you, which contract setup do you submit?",Submit with 100% green energy included (1); Submit without the green-energy option (0),41952,41952,20976,20976,1,0.072,,0.691,,1.4194,1,0.0001,1.3998003601545994,1.4389996398454006,0.44,0.54,0.5014265364224069,0.5034574339058886,0.20037546242844706,0.42361807398683415,9.582559026915778e-05,0.18118926793897944,0.21956165691791468,0.54,0.72,0.5034574339058886,0.4535573676110727,0.3755130933621642,0.09752229696550783,9.702767547776532e-05,0.3562069332101426,0.39481925351418584,0.0,0.6,0.0,0.49487165930539356,1.7721542475852274,2.4784664682545565e-10,0.00013277711047428447,1.7495697882776036,1.7947387068928513,0.46,0.62,0.5034574339058886,0.49031435147801455,0.3224514310726223,0.16016952981024785,9.6586276284811e-05,0.3031892348584756,0.341713627286769,0.42,0.48,0.49856938190328975,0.5046720495044485,0.12067997859792201,0.6876728942554104,9.552063855399498e-05,0.10152433714346845,0.13983562005237557,0.26,0.56,0.44308749769345196,0.5014265364224069,0.6209445947993761,0.004420371803683596,9.99424603095271e-05,0.6013505945513945,0.6405385950473578
Ebeling_2,Ebeling & Lotz (2015),Domestic uptake of green energy promoted by opt-out tariffs,2015,structure,default,artefactual_field,Energy conservation,medium,medium,medium,0,"Imagine you are on an energy provider’s ordering page after entering your household size, annual electricity use, and postcode. Beneath each available contract is an unchecked box labeled “100% green (+0.3 cents per unit),” followed by an “Order now” button. You can click “Order now” as displayed or change the checkbox first.","Imagine you are on an energy provider’s ordering page after entering your household size, annual electricity use, and postcode. Beneath each available contract is a checked box labeled “100% green (+0.3 cents per unit),” followed by an “Order now” button. You can click “Order now” as displayed or change the checkbox first.","With the ordering page in front of you, which contract setup do you submit?",Submit with 100% green energy included (1); Submit without the green-energy option (0),290,290,145,145,1,0.3416,,0.938,,1.3899,1,0.0171,1.1336014517523176,1.6461985482476822,0.64,0.72,0.4848732213850611,0.4535573676110727,0.17180456418749523,0.5201464362953949,0.01384399449702699,-0.0588057885164657,0.40241491689145614,0.56,0.66,0.5014265364224069,0.4785181206984066,0.20543960489984192,0.41216345262937737,0.013865871433209316,-0.025352886580519318,0.43623209638020316,0.14,0.28,0.35050983275386544,0.45355736761107274,0.3482036455372066,0.14072788880370068,0.014002147894423105,0.11627979049487747,0.5801275005795358,0.58,0.56,0.4985693819032897,0.5014265364224069,-0.04040077055712232,1.0,0.01379591762458898,-0.27061034778740806,0.1898088066731634,0.54,0.44,0.5034574339058886,0.5014265364224069,-0.20037546242844706,0.42361807398683415,0.0138623281481783,-0.4311384636660284,0.030387538809134307,0.46,0.5,0.5034574339058886,0.5050762722761054,0.08008558003365907,0.8413552991063001,0.013804161551947117,-0.15019276926564862,0.31036392933296675
Everett_1,Everett et al. (2015),Doing good by doing nothing? The role of social norms in explaining default effects in altruistic context,2015,structure,default,artefactual_field,Environmental donation,low,high,medium,1,"You have completed a short online task and are told that, in addition to your payment for participating, you will receive a $0.50 bonus. By default, this bonus money will be paid to you. If you would rather have this money donated to Greenpeace (an environmental charity), you can choose to do so by indicating your preference on the next page. Turn your bonus into impact — donate $0.50 to protect the planet with Greenpeace!","You have completed a short online task and are told that, in addition to your payment for participating, you will receive a $0.50 bonus. By default, this bonus money will be donated to Greenpeace (an environmental charity). If you would rather keep this money for yourself, you can choose to do so by indicating your preference on the next page. Turn your bonus into impact — donate $0.50 to protect the planet with Greenpeace!",Did you choose to donate the money to Greenpeace?,"Yes (1), No (0)",150,150,75,75,1,0.11,,0.23,,0.3242,1,0.027,0.0021450541309117,0.6462549458690883,0.18,0.4,0.3880879344916036,0.49487165930539356,0.49314034483622526,0.02753853827649076,0.027477291332350638,0.1682513127692123,0.8180293769032383,0.24,0.46,0.43141911058689997,0.5034574339058886,0.4667653706622852,0.03603168621823353,0.027392899704165002,0.14237564179752266,0.7911550995270478,0.02,0.2,0.14142135623730936,0.40406101782088427,0.6435011087932844,0.010563656850301813,0.028046978923393955,0.3152613875846928,0.9717408300018759,0.48,0.68,0.5046720495044484,0.47121207149916117,0.4082785677906289,0.06822890436913148,0.027222304629723894,0.08490051930948139,0.7316566162717764,0.4,0.6,0.49487165930539356,0.49487165930539356,0.40271584158066154,0.07186063822585143,0.02720726683020007,0.0794271236336061,0.7260045595277169,0.48,0.68,0.5046720495044485,0.4712120714991613,0.4082785677906289,0.06822890436913148,0.027222304629723894,0.08490051930948139,0.7316566162717764
Gong_1,Gong et al. (2017),Testing the scenario hypothesis: An experimental comparison of scenarios and forecasts for decision support in a complex decision environment,2017,information,translation,conventional_lab,Other,high,medium,high,1,"You are asked to recommend a management strategy for your community’s fishery that balances economic (profit) and environmental (fish population) objectives under uncertainty. Using a decision support tool, you explore various strategies and see their projected results, including the expected (mean) outcome and probable range (standard deviation) for both profit and fish population. You can also choose to view extreme cases (5th–95th percentile). Please use this information to select the best fishery management strategy for your community.","You are asked to recommend a management strategy for your community’s fishery that balances economic (profit) and environmental (fish population) objectives under uncertainty. Using a decision support tool, you explore various strategies and see their projected outcomes under three distinct future scenarios: 1. Resilient Fishery & Economy 2. Resilient Fishery & Vulnerable Economy 3. Vulnerable Fishery & Economy (worst case) Each scenario represents a possible future without indicating their likelihood. Please use this scenario information to select the best fishery management strategy for your community.",Which would you prefer?,"1 = A reliable strategy with moderate returns and low variability  
0 = A strategy with the potential for significantly higher long-term returns, though outcomes may vary more depending on conditions
",175,175,88,87,1,0.08,,0.25,,0.4737,1,0.0235,0.1732432106170474,0.7741567893829526,0.8,0.88,0.40406101782088444,0.32826072265931605,0.21981200622226948,0.41317615098731264,0.022995938717426608,-0.07740500477508239,0.5170290172196214,0.84,0.9,0.3703280399090205,0.303045763365663,0.17953258334169186,0.5520433309144819,0.022949980518574845,-0.11738727974907154,0.47645244643245527,0.88,0.94,0.328260722659316,0.23989793748209529,0.21254908543844708,0.4846416787883141,0.022986966704973067,-0.08460993934427924,0.5097081102211733,0.98,1.0,0.14142135623730942,0.0,0.28379410920832715,1.0,0.023088000941260577,-0.014017248647614444,0.5816054670642687,0.88,0.96,0.32826072265931605,0.1979486637221575,0.30476737019868105,0.2688067435476623,0.023123269665593353,0.006728634091807684,0.6028061063055544,0.78,0.88,0.4184519575964803,0.3282607226593161,0.2689273150144915,0.28693488199637174,0.023064523239373594,-0.028732585279445166,0.5665872153084281
Handgraaf_1,Handgraaf et al. (2013),Public praise vs. private pay: Effects of rewards on energy conservation in the workplace,2013,information,visibility,framed_field,Green transportation,low,high,high,1,"You follow your usual work routine in the office. This week, you receive no report about your energy use, reward, or public recognition.","You follow your usual work routine in the office. Each week, you receive a Personal Energy Saving Report comparing your energy use with your baseline. A table visible to colleagues also displays your name, a score from 5.0 to 10.0 based on your savings, and a short positive performance comment.",how much energy did you save this week compared to last week?,"Enter the amount of energy you saved compared to last week (0–100, number only):
“__”",32,32,16,16,0,0.43,4.27,3.74,6.05,0.6321,1,0.1312,-0.0778291494755439,1.342029149475544,1.9,17.76,5.522680508593631,15.94065524989228,1.3295274466333866,9.5623544078503e-09,0.15261942548986707,0.5638374060442983,2.0952174872224747,38.0,44.54,15.779087167410372,19.86095544077395,0.3646193248236176,0.07149346455327266,0.12707730081304422,-0.3340667406723743,1.0633053903196095,12.44,39.22,5.451680137951106,6.237771710985207,4.5715832615085406,1.1211572611418568e-40,0.45155271120164164,3.2545330933471703,5.888633429669911,19.0,25.54,6.62401321106836,16.465436898087397,0.5211294649859343,0.0113758402600012,0.1292433737386957,-0.18348610258604336,1.2257450325579118,15.76,15.92,12.251713749346187,7.493779733477463,0.01575528213602714,0.9374043683843092,0.1250038785767998,-0.6772073806242582,0.7087179448963126,3.52,15.88,9.587917566672457,8.870128729250178,1.3382418397873985,1.4091552720450555e-09,0.1529826753399619,0.5716411304229456,2.1048425491518516
Hedlin_1,Hedlin & Sunstein (2016),Does active choosing promote green energy use? Experimental evidence,2016,structure,default,artefactual_field,Energy conservation,medium,medium,medium,0,Assume your state government offers every household the option of joining a new green-energy program supplied by a provider that is more environmentally friendly than your current provider. You are not enrolled. You may opt in to the green provider or make no change and keep your current provider.,"Assume your state government cancels all existing energy plans and requires every household to choose a provider. You must choose either a new green provider that is more environmentally friendly than your previous provider or another, less environmentally friendly provider, including the provider you used before.",Which provider do you choose in the situation shown?,The new green-energy provider (1); The current or another non-green provider (0),1037,1037,345,346,1,0.69,,0.82,,0.3047,1,0.0059,0.1541523097417455,0.4552476902582545,0.86,0.76,0.3505098327538656,0.4314191105869001,-0.2569513682370861,0.30790611415386404,0.005836498379354108,-0.4066866953357264,-0.1072160411384458,0.6,0.74,0.4948716593053935,0.4430874976934521,0.29929679161425726,0.20194907485096084,0.005853542202676595,0.14934299430729567,0.44925058892121883,0.5294117647058824,0.5405405405405406,0.5144957554275265,0.5052279240652235,0.022312678740220804,1.0,0.005789084377902338,-0.12681320515400962,0.17143856263445123,0.54,0.64,0.5034574339058886,0.4848732213850611,0.20370852917466897,0.4160554321127893,0.005818751027125162,0.05420102950133168,0.3532160288480063,0.46,0.58,0.5034574339058886,0.49856938190328964,0.24077623298556938,0.3169230447332103,0.005830672900867719,0.09111565084845319,0.3904368151226856,0.46,0.66,0.5034574339058886,0.47851812069840666,0.405815067328289,0.06981614180685858,0.0059078890184508905,0.25516676039585073,0.5564633742607272
Hedlin_2,Hedlin & Sunstein (2016),Does active choosing promote green energy use? Experimental evidence,2016,structure,default,artefactual_field,Energy conservation,medium,medium,medium,0,Assume your state government offers every household the option of joining a new green-energy program supplied by a provider that is more environmentally friendly than your current provider. You are not enrolled. You may opt in to the green provider or make no change and keep your current provider.,"Assume your state government automatically enrolls every household in a new green-energy program supplied by a provider that is more environmentally friendly than the previous provider. You may stay enrolled or opt out and choose another provider, including your previous provider.",Which provider do you choose in the situation shown?,The new green-energy provider (1); The current or another non-green provider (0),1037,1037,345,346,1,0.69,,0.76,,0.1571,1,0.0058,0.0078335899807799,0.30636641001922,0.66,0.98,0.4785181206984066,0.14142135623730936,0.9612727302919393,9.44812939149016e-05,0.006457353123466994,0.8037746156540839,1.1187708449297946,0.5,0.96,0.5050762722761054,0.19794866372215744,1.1680804852142346,7.217887641475158e-07,0.006775997666112003,1.0067432111468673,1.3294177592816019,0.5909090909090909,0.9148936170212766,0.4973502728147657,0.2820566728469695,0.7958911928223049,0.0007728412242324066,0.006247076371519955,0.6409786799935305,0.9508037056510793,0.64,0.92,0.4848732213850611,0.2740475156178698,0.713489113163472,0.0016997169522850032,0.0061570792107317395,0.5596965052664151,0.8672817210605288,0.52,0.84,0.5046720495044485,0.37032803990902047,0.7077519603059312,0.001301728264044362,0.006151179154808506,0.5540330563874184,0.8614708642244441,0.46,0.94,0.5034574339058887,0.2398979374820953,1.1559477804876597,5.193804760844568e-07,0.006755594808858765,0.9948535867141846,1.3170419742611348
Hershfield_1,Hershfield et al. (2014),National differences in environmental concern and performance are predicted by country age,2014,information,translation,artefactual_field,Green transportation,medium,high,high,1,"You are an American. You are shown a timeline that depicts the beginning of the Roman Empire (27 BC) on the left and “Now” on the right. On this timeline, the founding of the United States is marked near the right end, suggesting that the U.S. has a relatively short, recent history. After viewing this timeline, you are asked to consider how national issues involve trade-offs between short-term and long-term priorities.","You are an American. You are shown a timeline that begins with Christopher Columbus sailing from Spain (1492) on the left and ends with “Now” on the right. On this timeline, the founding of the United States is marked near the left end, suggesting that the U.S. has a long, established history. After viewing this timeline, you are asked to consider how national issues involve trade-offs between short-term and long-term priorities. Reflecting on this deep history, consider the responsibility to protect the environment and preserve this land for future generations. National issues often require balancing short-term gains with long-term stewardship and care.","After viewing the timeline and considering short-term vs. long-term national priorities, you are told that you could win a $50 bonus. You are then given the option to donate any amount of this potential bonus to an environmental organization, Environment America. How much of your potential $50 bonus would you like to donate to Environment America?",Any whole dollar amount from $0 to $50.,308,308,157,151,0,9.84,12.72,13.13,13.83,0.2478,1,0.0131,0.0234718685695147,0.4721281314304852,13.54,15.3,5.6286802019946505,5.092010548749032,0.32792642944908545,0.10431992193196168,0.013166514319460412,0.10302951401828925,0.5528233448798816,14.1,14.3,4.248649245132297,5.440775755012013,0.040973172400133574,0.8381267580900258,0.012994668633949545,-0.18245127667803415,0.2643976214783013,11.78,12.88,4.13195610147177,4.321942118246078,0.26016928578302645,0.19636761162817573,0.013101826517729283,0.035825515992699175,0.4845130555733537,16.1,17.4,5.740120172246986,6.0810847582265035,0.21985230440176393,0.27435609035693265,0.013070409275011614,-0.004222323790665922,0.4439269325941938,12.9,13.7,8.926571204521236,9.573027584983612,0.08643560469036692,0.6665661045065829,0.013004071739309378,-0.13706966613765897,0.30994087551839283,15.04,18.08,7.626377426607028,6.802880542348911,0.42068153759484045,0.0380244935933092,0.01327923706774277,0.19482396662151918,0.6465391085681618
Hilton_1,Hilton et al. (2014),A tax can nudge: The impact of an environmentally motivated bonus/malus fiscal system on transport preferences,2014,assistance,reminder,conventional_lab,Green transportation,high,medium,medium,0,"You are a university student booking travel from Toulouse to Paris for a job interview. On one screen, the train and plane alternatives are shown with their respective fares, departure and arrival times, and total travel times. Select the alternative you would actually book.","You are a university student booking travel from Toulouse to Paris for a job interview. On one screen, the train and plane alternatives are shown with their respective fares, departure and arrival times, and total travel times. The screen also states: “Scientific data have established that certain human activities emit greenhouse gases. According to some recognized experts, this is inducing dangerous climate change for the planet. An important part of these emissions is due to transport. The train is a travel mode that emits little CO2 while the plane is a travel mode that emits large quantities of CO2.” Select the alternative you would actually book.",Which ticket do you book? Respond with one option only.,Train ticket (1); Plane ticket (0),863,863,434,429,1,0.302,,0.452,,0.311,1,0.0047,0.1766316389276761,0.4453683610723238,1.0,0.86,0.0,0.35050983275386555,-0.7669940078618667,0.01869359769155257,0.00497598398421301,-0.9052511507796478,-0.6287368649440855,0.88,0.88,0.3282607226593161,0.32826072265931605,0.0,1.0,0.0046351497964401195,-0.13343813949082728,0.13343813949082728,1.0,0.96,0.0,0.1979486637221575,-0.40271584158066176,0.47505052405395287,0.0047291127449105835,-0.537499712529651,-0.26793197063167257,0.82,0.7,0.3880879344916035,0.46291004988627565,-0.28298141955906764,0.24170641200776166,0.0046815452100065534,-0.4170857190481519,-0.14887712006998338,0.78,0.76,0.41845195759648013,0.4314191105869,-0.04753484930511842,1.0,0.004636458928478625,-0.18099183131651506,0.08592213270627821,0.68,0.52,0.47121207149916106,0.5046720495044485,-0.32825721908265093,0.15304188415881606,0.00469757899799277,-0.4625909686683258,-0.1939234694969761
Kesternich_1,Kesternich et al. (2019),The power of active choice: Field experimental evidence on repeated contribution decisions to a carbon offsetting program,2019,structure,default,natural_field,Green transportation,low,high,medium,1,"You are booking a long-distance bus trip online. After choosing your ticket, you are asked whether you would like to offset the carbon emissions associated with your trip for a given price. You can choose “yes” to offset, choose “no” to decline, or click “continue” at the bottom of the page to proceed without making a choice. If you continue without choosing, you do not participate in the offsetting program. In the final cart, any offsetting expense would be included together with the other items you intend to buy.","You are booking a long-distance bus trip online. After choosing your ticket, you are asked whether you would like to offset the carbon emissions associated with your trip for a given price. You can choose “yes” to offset or choose “no” to decline. If you try to continue without making a choice, the decision screen is highlighted again and a message appears asking you to select whether you would like to offset your emissions before proceeding. In the final cart, any offsetting expense would be included together with the other items you intend to buy.",Did you choose to purchase the carbon offset for this booking?,"Yes (1), No (0)",9733,9733,4838,4895,1,0.177,,0.265,,0.213,1,0.0004,0.1738007203091989,0.2521992796908011,0.36,0.22,0.4848732213850611,0.4184519575964803,-0.3105916907927343,0.18607528687189084,0.00041594275063613223,-0.3505645184176966,-0.270618863167772,0.3,0.26,0.4629100498862757,0.44308749769345196,-0.08913786633709986,0.8237552234913887,0.00041139525042168865,-0.12889158205681672,-0.04938415061738299,0.0,0.0,0.0,0.0,0.0,1.0,0.0004109870741546009,-0.039733989495172296,0.039733989495172296,0.48,0.7,0.5046720495044485,0.46291004988627565,0.4515275204214768,0.04203139214067035,0.0004214605716218755,0.41129043018831457,0.49176461065463906,0.2,0.28,0.4040610178208844,0.4535573676110727,0.1879024353974611,0.4824052071662249,0.0004128008687312112,0.14808086412788776,0.22772400666703443,0.22,0.18,0.4184519575964803,0.3880879344916036,-0.10011246562549381,0.8025873486341526,0.00041150194653586134,-0.13987133611061936,-0.06035359514036826
Klotz_1,Klotz et al. (2010),Unintended anchors: Building rating systems and energy performance goals for U.S. buildings,2010,structure,default,artefactual_field,Energy conservation,high,medium,medium,1,"You have just answered several questions about the benefits and incentives for achieving a 30% reduction in energy use in building design. Now, you are asked to set an energy performance goal for a large building project.","You have just answered several questions about the benefits and incentives for achieving a 90% reduction in energy use in building design. Now, you are asked to set an energy performance goal for a large building project.","What percentage reduction in energy use, relative to a standard baseline building, would you set as the target?",Open-ended numerical response: “__%” energy use reduction (0–100).,76,52,20,32,0,29.0,17.6,54.0,20.0,1.3073,1,0.0977,0.6946740727149918,1.919925927285008,30.8,63.4,2.338672220534988,9.391702807939199,4.76347944085437,1.1400829616969995e-30,0.2994301575330987,3.6909829980456523,5.835975883663088,23.4,64.1,3.562846832382836,12.441290700153033,4.447628045990813,9.069912531599727e-30,0.2714557234181159,3.426459116208661,5.468796975772965,20.306122448979593,54.6,4.277869804941149,9.83745445753532,4.505246231076193,4.504399120918932e-33,0.2764158038714062,3.474790056384096,5.535702405768291,28.2,58.5,4.010191099319487,15.025488548544736,2.755416971495687,1.2617600594104193e-19,0.15425310275775445,1.9856397685283522,3.5251941744630217,25.4,44.3,4.827641499633086,13.325210110530934,1.8859150673747969,1.4503272818629358e-13,0.11544880424376236,1.2199632467445127,2.551866888005081,28.8,62.5,2.7774602993176543,7.840892285750053,5.729425337924057,4.008821053497058e-37,0.39688764137352106,4.494667251990299,6.964183423857815
Klotz_2,Klotz et al. (2010),Unintended anchors: Building rating systems and energy performance goals for U.S. buildings,2010,structure,default,artefactual_field,Energy conservation,high,medium,medium,1,"Earlier in a survey, you answered general questions about the benefits and incentives associated with reducing energy use in building design. You now turn to a separate task: setting an energy-performance goal for a large building project.","Earlier in a survey, you answered questions that used a 90% reduction in building energy use as the example while asking about its benefits and incentives. You now turn to a separate task: setting an energy-performance goal for a large building project.","For this project, what percentage reduction in energy use relative to a standard baseline building would you set as the goal?",Enter one percentage from 0% to 100%.,76,56,24,32,0,40.0,16.9,54.0,20.0,0.747,1,0.0779,0.1999628512321376,1.2940371487678624,33.9,58.8,5.650537269018891,9.612916480720415,3.158018108727574,3.431686758242241e-26,0.16196200930105312,2.3692403268099578,3.94679589064519,24.4,40.6,5.771145679064045,12.521002763520238,1.6617279917009307,5.492584621482557e-12,0.09757148736668818,1.049505114969744,2.2739508684321175,29.2,38.775510204081634,2.7404751561786975,6.252550500004141,1.9906046951050838,1.5908080426901527e-14,0.10829619391822384,1.345612160749249,2.6355972294609185,28.8,55.2,3.719776161797584,9.200709821774065,3.7620391081353293,6.64278236848842e-28,0.19928218676612797,2.8870909301499377,4.63698728612072,23.8,37.7,3.9846644802803897,8.583919470113155,2.077159215550147,9.286771050339611e-16,0.11143979529831759,1.4228722871883848,2.731446143911909,30.4,56.3,4.3845740723493725,9.67903267219342,3.4470857780885336,1.4310932578108477e-26,0.17900952703720446,2.61783447322049,4.2763370829565766
Kuester_1,Kuester et al. (2015),The role of defaults in preventing innovation rejection,2015,structure,default,artefactual_field,Other,medium,low,low,0,You are selecting a battery for a new digital camera. The choices are a familiar traditional rechargeable battery and a new USB-rechargeable cell. Neither choice is selected.,You are selecting a battery for a new digital camera. The choices are a familiar traditional rechargeable battery and a new USB-rechargeable cell. The USB-rechargeable cell is selected. You may keep or change the selection.,Which battery would you choose for your new digital camera?,"USB cell (innovation) = 1, Traditional rechargeable battery (status quo) = 0",240,240,120,120,1,0.317,,0.9,,1.302,1,0.0202,1.0234367788489993,1.5805632211510008,0.98,1.0,0.14142135623730948,0.0,0.28379410920832715,1.0,0.01683445645087781,0.02949335965218508,0.5380948587644692,0.76,1.0,0.43141911058689997,0.0,1.0239453760989528,0.0007117410518086109,0.018850966944238386,0.7548446268496094,1.293046125348296,0.52,1.0,0.5046720495044483,0.0,1.5307856524409074,7.229640889113873e-08,0.021548551486914445,1.2430742116141842,1.8184970932676305,0.5,0.94,0.5050762722761054,0.23989793748209529,1.0758622004540006,2.9100048307229753e-06,0.019078082238261924,0.8051452499390777,1.3465791509689236,0.08,0.68,0.2740475156178699,0.4712120714991611,1.36555111580844,2.306258275360357e-09,0.020551520520595157,1.084574569131468,1.6465276624854117,0.58,1.0,0.49856938190328975,0.0,1.410105673842986,9.094358056229119e-07,0.020809162523758713,1.1273733960108459,1.6928379516751262
